Zip_Code,State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
64020,MO,,,,,,,,,,,,,95479,96215,99692,106957,117304,124066,127108,135348,153471,174712,188283,192480,204971,222050
64021,MO,,,,,,,,,,,,,65259,67862,74809,79066,87293,89902,98536,101949,117754,145027,152500,159211,175813,177342
64024,MO,,78849,81946,87756,89319,91022,94474,92986,88119,85494,82884,77041,79548,83471,96862,107715,118868,127121,137785,147605,164507,185869,207130,221601,231614,237300
64029,MO,141219,147666,155185,160111,162292,167502,170902,172973,169548,169848,162249,154234,154066,161353,166665,176758,187098,201049,218945,227864,251691,285734,310636,320880,328223,323438
64030,MO,65690,71981,74491,79783,82139,86406,88447,88985,84480,81034,76095,65551,68158,69664,76456,83329,94703,106933,120879,128671,146338,165379,186200,200007,205132,208253
64034,MO,158995,167722,174226,180869,183547,184818,190984,190296,184265,181285,174834,165743,166496,177681,185988,198660,216392,233521,249632,262100,290879,331693,360913,370662,382570,396953
64035,MO,,,,,,,,,,,,,42863,46707,56215,67152,76640,85442,98807,103856,126743,145440,159711,169512,177760,183765
64037,MO,,,,,,,,,,,,,82974,83106,88436,95212,103875,109017,117182,123078,138649,160395,175404,187644,200460,211802
64040,MO,,,,,,,,,,106247,104214,102097,103203,108896,113891,122350,132247,144946,152310,169431,197403,229871,240087,249565,262483,273189
64048,MO,,124866,130117,146717,149125,148969,155654,158839,154303,146264,142174,137554,143806,151205,157341,175001,188255,202152,214108,230176,264874,292272,326798,346405,362162,378880
64050,MO,56141,59151,63114,67574,68539,72034,74109,73278,65789,62357,58018,51889,49167,52342,58768,63531,70556,80641,94007,101264,117520,133110,152061,163676,166115,168067
64052,MO,54754,58318,62047,65125,68361,70066,71463,70038,64126,60975,57102,47683,47994,49975,53657,59479,66482,79432,91259,97553,113335,130258,146851,159476,164506,163961
64053,MO,33573,37448,39493,40948,43881,45789,46379,45857,34580,32733,31371,25627,23731,25164,29339,32655,39527,45176,55913,57863,71555,85107,101545,113995,119909,118560
64054,MO,50823,53955,56084,59349,64234,64911,67196,64348,61198,55203,52857,42469,43008,41267,47887,50618,59735,67577,79477,86051,99607,115067,131979,145936,150703,155107
64055,MO,91869,96676,103403,106832,106398,111168,115873,115551,112146,110172,104736,94970,92340,94824,98738,105324,114558,126980,136877,143333,159802,178659,202027,212699,218026,221328
64056,MO,78573,83849,87927,94013,95320,97969,102032,101515,95369,91715,85432,77224,80126,85258,89443,97746,106063,119815,131047,138732,156061,177296,199861,211047,215911,221869
64057,MO,125168,130675,138160,145601,145663,148707,152095,149957,148095,147375,139311,133447,131034,135850,139422,147569,159574,173506,185190,193741,215170,241416,267463,276360,281325,284924
64058,MO,100829,105456,114223,120369,123445,124630,127869,129366,121312,114230,109035,98024,94176,98080,107336,113746,124031,137848,148906,156369,176172,201383,224097,235002,242169,245609
64060,MO,,168173,174379,183012,184710,188233,192328,195200,190516,186716,179536,172190,174159,181498,190757,205881,220867,239844,253263,263968,294608,330473,359557,371973,380532,386309
64061,MO,,,,,,,,,,142899,140216,137716,139578,147219,151005,166765,177731,192040,202229,221546,256176,297195,315691,327151,342188,344666
64062,MO,,92764,92662,104640,107733,108359,110651,112050,110694,105270,102296,97922,100042,105736,119463,132929,147226,155890,170123,181545,206289,233602,256081,266426,282919,295986
64063,MO,110691,117912,124325,128732,129108,136967,142771,140198,136680,138252,131084,125173,126485,131228,136260,143430,155427,168808,180139,189540,212948,237013,261740,276511,284837,290163
64064,MO,195268,207662,216059,222682,223407,234982,243849,243466,242462,241097,231728,220526,221777,232363,242122,256441,274704,290503,304618,313868,338928,382740,415287,429218,437953,447697
64067,MO,,,,,,,,,,,,,68982,71811,77212,82795,92962,93897,103916,110331,123501,144535,158031,165843,179430,192805
64068,MO,,143274,148168,154650,155117,159448,163032,162693,156071,156529,151180,143691,146957,150553,155528,166267,178703,191103,202019,212317,236924,266696,292786,307046,314683,319364
64070,MO,144625,155236,165474,173048,176065,192705,193420,191707,179956,176744,173951,163532,170350,177093,186924,199293,211396,228020,252490,265252,301834,345161,373164,384667,402860,415095
64071,MO,,,,,,,,,,,,,77896,81678,89770,99129,109152,116778,124001,128578,150118,174410,194400,191685,209624,224994
64074,MO,,,,,,,,,,,,,121644,120203,126617,136363,148860,157148,170143,179963,203078,237463,260058,262887,288016,305474
64075,MO,115076,120108,127653,135669,136193,140995,138597,139633,135673,131155,121587,114741,119580,127078,132432,142830,153384,164722,178139,189489,213787,242046,264991,274701,284655,292089
64076,MO,,,,,,,,,,106850,103586,100407,103471,105879,110581,120692,129935,137283,148082,157603,177497,206446,225603,235189,247784,261000
64077,MO,,,,,,,,,,,,,55147,62592,74582,87828,101340,108777,120496,134554,150626,173546,189327,200880,213974,221795
64078,MO,,,,165226,170971,174602,181384,185919,177706,164193,164783,156804,136886,151238,155910,167045,180618,196197,211484,228676,255076,296159,315200,323736,332268,348153
64079,MO,,181473,191635,200998,207653,210359,215626,214901,211116,196637,191926,176122,195797,207679,212625,223777,238322,245436,257112,272003,295783,330652,354048,366193,385278,385065
64080,MO,,,,180752,185082,189415,197635,191277,181935,172375,173006,164653,145876,162602,169383,178770,194317,210130,228355,243600,264145,303809,321858,325264,338556,354780
64081,MO,176587,185208,194081,200412,202447,208253,214179,217131,213381,216425,207705,199127,198480,206003,213673,227135,243331,259063,273912,283996,311285,349506,378971,391523,402110,408969
64082,MO,198107,209784,219900,231728,236725,238202,249484,245289,240011,236590,230211,221632,222819,234450,243639,254950,272364,289761,303561,316395,342005,390506,419594,427799,440116,447790
64083,MO,,,,194812,204826,205998,210717,209492,201086,188976,189770,180259,159829,172192,175707,185781,200931,216054,230619,241361,261659,305307,324557,327683,331985,347187
64084,MO,,,,,,,,,,,,,98665,101315,118229,131788,147045,157346,176981,190486,213463,243849,273699,287731,312009,329307
64085,MO,,,,,,,,,,,,,62313,71709,84503,92947,105894,110504,124347,134792,152707,175432,195005,203628,215465,229483
64086,MO,159384,167697,176984,180936,178795,183745,190524,188916,186547,191139,182207,175132,174175,179989,186795,198624,212867,226610,242984,252747,281485,313839,340305,352532,361787,367377
64088,MO,123787,127210,136969,146711,144532,149831,155800,152656,147473,137210,121070,115976,115433,123536,131089,145615,156654,171117,183327,196152,226597,264594,285395,294255,306998,317481
64089,MO,,152915,159206,167875,172598,177573,180120,184160,177674,177088,172364,164348,171096,177972,185245,200787,214132,224955,241825,250874,276763,315222,344615,356646,365930,373942
64093,MO,,,,,,,,,,147155,145782,144588,146273,147323,148466,152433,156786,164040,169408,181793,202818,229454,239540,247872,252350,260417
64096,MO,,,,,,,,,,,,,68877,65226,69756,78902,87576,92379,102344,101582,118497,142158,148125,157786,173411,180053
64097,MO,,,,,,,,,,,,,82490,86220,91783,99164,109785,116756,124746,127046,145769,171850,181487,181578,197922,207100
64098,MO,,158751,167369,175495,165911,174713,177559,178617,164071,159211,156275,144077,160427,172220,177458,188644,202845,211086,226547,241513,266744,292171,320329,338625,358228,364133
64106,MO,,,,,,,,,,,,,,,,,,,,,,,273421,279996,282779,293491
64108,MO,92895,94436,104949,110573,125823,113453,114526,111229,106256,108699,99410,95436,97543,108583,126075,145961,155373,171426,205258,212737,244473,254800,276101,290362,297071,294751
64109,MO,71515,77132,84019,90796,97071,96618,97362,95229,72963,56695,48420,41589,38966,44125,53910,61259,70658,79142,100832,110070,139348,156072,171046,177684,177795,175128
64110,MO,64781,68111,74609,79833,83898,88854,94360,91296,89109,81945,79845,70344,69423,79497,88870,101338,116731,137380,157424,164558,189196,207070,221669,234931,237321,237633
64111,MO,106972,117542,129687,134921,133651,143637,149846,147648,144866,149089,138246,129275,131782,141855,152861,167263,186381,206800,220808,226745,250729,268958,283705,296563,298484,295279
64112,MO,185945,206803,220882,234222,238136,249404,267016,276034,271503,270273,256283,240871,255886,280045,295112,311488,325222,345187,358790,362150,393169,420907,432948,459763,469204,477420
64113,MO,213799,232398,250271,259518,267241,282003,293307,299618,299197,307496,284626,270603,283035,310162,324088,345051,363662,386127,395339,396226,435265,467909,489944,516720,535097,559752
64114,MO,104200,112914,119299,127500,128165,132917,136332,137329,136240,137937,130041,121988,121585,130572,136989,146502,162539,178659,191277,196759,223279,242006,261581,278847,286900,289432
64116,MO,,98679,102889,107419,110738,112911,115112,116917,111861,108509,102487,95932,99956,102365,108234,119369,128437,142120,154141,161761,181768,203257,224660,239630,249124,253595
64117,MO,,68743,73253,76395,79939,81495,84051,85098,80919,80208,76146,65806,69409,70850,80175,89617,97841,108714,119860,127240,142290,160165,181018,193397,205265,207231
64118,MO,,109828,115009,119920,120176,122675,125414,125527,120970,120110,114358,104208,110167,113999,118685,128334,138999,150423,159876,167215,187741,211317,233779,248208,257608,261094
64119,MO,,118394,123721,130770,130375,130692,133657,133326,127408,124849,118480,106855,108178,112140,116620,127128,136807,148674,159563,166860,184548,209486,232722,245092,253352,255900
64120,MO,,,,,,,,,,,,,,,,,24532,29080,37993,41331,56203,63003,70278,73054,74559,77328
64123,MO,31370,34292,36972,40507,42713,45146,45479,43765,33666,33812,31809,27259,23292,25300,31271,33559,41140,48061,61664,64375,82215,102294,112445,124058,124805,123762
64124,MO,32813,38165,39634,44895,45655,48091,48107,45998,36578,29684,25416,21585,20267,21297,24822,28470,35625,43127,59335,60182,79158,99346,108354,112594,119124,119000
64125,MO,17520,19206,21630,21834,24088,23906,24612,24457,19558,17169,14937,13748,12712,15545,17829,20235,23555,26230,33628,36104,45936,57066,66711,69613,73765,79081
64126,MO,23258,23383,27335,29503,31618,32964,31951,30560,27778,19147,17644,17570,17472,20181,20849,24082,27575,31074,42182,42225,54841,66227,76512,79206,82994,83959
64127,MO,29566,32843,38632,40972,43063,46788,43701,41059,32213,22415,20896,17616,17631,18616,20805,23388,27517,30655,37965,37346,48259,63523,76725,83052,88129,87057
64128,MO,21714,24379,26785,27426,29285,30544,29804,28909,23333,16582,16570,15925,16208,16801,17998,20632,24705,30574,37819,41574,54231,69508,81461,83550,94212,91504
64129,MO,48969,52950,56010,56346,59625,61026,61281,60453,49184,43853,41374,33257,31086,35361,39881,45821,54964,64571,76773,80316,94834,114473,129971,139337,143981,144881
64130,MO,37353,41495,45055,46659,48401,49079,49845,47644,32654,20971,20766,21315,20240,20011,21085,24368,29925,35760,42127,44804,58472,78308,93691,97857,104116,101183
64131,MO,73846,79472,84183,88064,91790,96395,98483,100060,99894,98774,92740,84743,87917,93792,102174,112519,126048,141291,153575,162479,183723,204138,224587,239204,246165,248527
64132,MO,26405,28111,29867,30422,31770,34336,33950,33622,22892,17180,19176,19633,20473,21888,23748,24917,28434,34587,43945,46776,60892,83552,98251,101297,108530,108713
64133,MO,78440,84601,88643,92641,95483,97594,98758,97816,92439,88452,83284,73098,71298,73995,80233,86976,98103,110180,119796,126399,143699,164503,186607,198242,204907,205242
64134,MO,59816,63896,68191,71922,74269,75886,77685,77273,68583,61706,57013,42768,38457,43581,50463,55928,64276,72701,87711,95518,115075,134122,153667,162290,165654,164066
64136,MO,96399,100559,106580,113515,112246,117186,119941,123351,117322,113132,105577,92987,103523,113216,122350,128139,140377,151391,163148,171491,193135,219156,238295,244871,250308,253328
64137,MO,84966,88758,93968,96768,99682,101137,107660,108386,99947,95415,90450,78078,76522,81152,85304,93395,104582,117846,128396,133564,152097,172659,191330,204521,211370,214241
64138,MO,71423,76711,81558,83175,86622,88647,92740,90693,84665,79862,75212,64846,61952,66740,73645,80832,91718,105096,115694,121536,138043,157546,178523,189266,194372,194625
64139,MO,193638,202652,214766,222138,217494,229259,242921,235152,231718,238561,229738,220572,223438,233886,243105,256825,273887,289024,303223,311348,341967,385116,411771,423400,432826,440449
64145,MO,180182,190700,196023,213016,216374,219027,238712,214116,217162,210752,197912,187002,183858,194876,207917,222638,237450,253087,269103,277695,306403,337074,362403,381810,391582,400170
64146,MO,108527,118471,119438,122432,127121,129630,132830,132072,129069,130053,122907,104715,107841,112384,122834,133201,147768,160491,169420,180837,202711,227811,252318,268787,275992,277426
64149,MO,170987,184250,198972,212841,217077,235368,242524,231916,225220,221648,208477,195482,196786,206779,217355,237018,253891,274347,319528,332598,377313,442397,461729,473663,486763,498203
64150,MO,,194234,205086,214135,228625,229661,235324,235444,217679,208735,199677,182256,198312,214828,237443,250465,272878,283867,298049,314239,342060,388117,418082,430232,448072,459140
64151,MO,,140226,147772,154975,165440,166728,171468,171693,167453,165812,160577,147151,165004,173928,178382,189475,203943,213367,226072,236352,260083,289544,310003,322082,333225,336305
64152,MO,,193130,202970,212941,226069,,234642,233642,224824,210240,202835,185036,204495,218430,225107,234641,251771,262346,279124,290053,316229,353219,380640,393008,406292,412618
64153,MO,,149374,157017,163918,172094,175988,180618,180670,179932,170492,166159,151629,166969,177266,183805,194866,207823,221918,240036,250945,273941,313010,335924,352658,364032,364659
64154,MO,,201075,210778,218556,231337,240140,248442,246706,241647,234228,227663,208546,230281,243792,250933,261925,278098,286744,299389,310506,337195,382679,403843,412593,422969,420039
64155,MO,,155085,162340,168310,168218,169855,175020,175402,169227,168899,163416,156049,160499,165037,171645,182679,195641,208465,220162,230636,255450,288016,313807,328943,334829,338879
64156,MO,,201932,212523,228357,231825,242156,244879,248541,232519,234478,225510,218528,230405,241954,252511,275136,292346,306259,318224,329160,358331,405787,432650,440814,446725,451170
64157,MO,,212142,218932,228573,223820,227716,235654,239979,227790,227461,221584,213166,218298,229693,236007,251322,265762,277703,287838,297331,324042,368331,396910,410134,416172,417275
64158,MO,,171950,176208,182759,181789,183392,186052,193970,186008,186369,180753,172771,180388,187452,193176,207341,222013,236401,249087,258677,282428,321672,352532,363074,371305,378479
64161,MO,,,,,,,,,,,,,,,,,,,,133876,143836,154029,170468,179856,194992,197045
64163,MO,,,,,,,142390,140675,126174,120564,110922,99269,100238,116734,121828,130925,146511,156192,166702,181506,203184,240950,261520,276082,284049,287999
64165,MO,,,,,,,,,,,,,,,,,,,,336769,360367,407211,435785,449330,453663,441882
64166,MO,,,,,,,,,,,,,,,,,,,,363192,387971,411368,447245,458078,461611,455460
64167,MO,,,,,,,,,,,,,,,,,,,,406615,442049,493629,543106,572147,592855,599621
64401,MO,,,,,,,,,,152780,151899,148614,149509,163651,158362,161599,174277,178010,185314,195251,216550,249333,267096,269359,293095,314749
64402,MO,,,,,,,,,,,,,,,,,72654,77907,81096,79198,89448,100936,96227,94595,104568,109762
64421,MO,,,,,62396,63180,68936,66910,65047,63193,63414,63038,66162,80084,91944,105275,106657,111912,121096,136038,157540,171124,148130,152686,160253,172839
64424,MO,,,,,,,,,,,,,70075,71367,72034,75864,75199,75882,72872,78262,85871,103457,105656,115612,123969,125172
64427,MO,,,,97803,101926,110972,116221,109925,96072,87938,86888,90376,96102,111111,116532,132201,143819,145227,159721,166239,195124,211574,233798,252829,278839,300251
64429,MO,,94103,103656,109033,112021,101964,105872,103234,100944,95844,93986,91934,97765,101595,107436,115076,125362,137632,144090,152034,167308,191401,209513,218147,232718,239962
64430,MO,,,,,,,,,,,126229,124932,128965,131121,131881,142033,157058,159499,167549,171560,199352,233013,240868,233952,249736,260489
64436,MO,,,,147784,159043,175846,186327,174734,167027,156120,153301,148852,148421,169372,159126,171057,180329,185416,194092,199686,221753,250125,270855,298982,331283,340582
64439,MO,,153590,160999,170422,158678,160711,165453,164751,160779,156255,154070,145018,156021,167442,168089,176373,186258,190692,201172,214624,241534,263857,280808,286002,307529,317864
64440,MO,,,,,,,,,,,,,,,,,,,,,,,259349,260134,285508,307945
64443,MO,,,,,,,,,,,,,,,,,,,,,,,322546,324665,339952,362202
64444,MO,,195230,200231,200470,195133,156496,160802,155724,160202,138744,138153,125946,138285,153379,158878,175748,190956,196952,206148,220546,242387,263909,285901,300167,322502,332776
64448,MO,,,,,,,,,,,,,,,,,,,,,,,313306,302330,323368,335727
64449,MO,,,,,,,,,,,82595,77957,79791,89641,96248,109154,113379,113424,125915,140007,158579,165028,164457,189802,211115,218458
64453,MO,,,,,,,,,,,,,,,,,,,,,,,,148654,163979,148564
64454,MO,,,,,,,,,,135418,132253,129556,132766,134814,134139,142258,152110,164029,170892,183267,203215,231581,254313,264142,282893,303419
64457,MO,,,,,,,,,,,,,136421,154053,154767,167255,158793,156374,162488,174234,200584,224524,268013,293326,310907,339140
64459,MO,,,,,86931,95674,99683,95018,92541,84946,82259,84621,88532,101910,107111,121049,126828,132642,143187,146638,171809,188812,195073,218137,233211,258505
64463,MO,,,,,,,,,,,,,,,,,80142,86760,91888,91682,108160,121210,121769,124181,130950,141036
64465,MO,,,,,,,,,,,,,97821,102277,122975,114574,133526,145665,153535,161201,182001,206667,224582,233173,246263,257609
64468,MO,,,,,,,,,,,,,117360,125943,127250,134842,136103,137651,143466,153085,162559,188993,209071,209939,215940,221984
64469,MO,,,,,,,,,,,112733,111165,117720,114289,112280,115368,128104,133917,144140,152011,169958,203759,217115,194442,206756,205365
64474,MO,,,,,,,,,,,150179,144326,149190,138912,145208,159104,177043,181212,195804,190166,217122,236781,248873,240245,258434,262843
64475,MO,,,,,,,,,,,,,,,,,100177,107082,129285,147059,152276,172852,185099,194757,212221,226696
64477,MO,,,,,,,,,,,,,104445,106012,110534,121337,131942,147011,153918,163956,187183,214047,239435,251124,261398,269411
64480,MO,,,,,,,,,,,,,87753,101101,100376,112240,122795,125523,133087,140327,163516,178266,201096,224664,252669,283706
64481,MO,,,,,,,,,,,,,,,,,,52406,57763,62855,73448,89109,86840,98830,107807,104059
64482,MO,,,,,,,,,,,,,,,,,,,,114263,122585,136708,148750,153511,161970,163100
64483,MO,,,,104448,108672,116454,120424,115935,105192,99091,98364,91470,94836,110174,119290,133098,145268,150490,161296,172123,190792,197780,207426,218417,241196,258340
64484,MO,,,,,,,,,,,,,,,,,,,,,,,202143,196614,209481,219154
64485,MO,,,,120265,125657,132524,135665,134334,130067,123964,123092,120314,121204,129776,130736,135092,140974,142998,157183,165838,188506,212406,220379,227882,244398,256926
64489,MO,,,,,,,,,,,,,,,,,92967,99017,105940,109426,128311,148866,143489,148676,154535,155852
64490,MO,,,,,,,,,,,129859,128100,130455,133538,132859,141702,154027,160720,167764,174078,197243,227335,239221,234838,252664,260260
64491,MO,,,,,,,,,,,,,,,,,,,,88751,97292,109672,121857,122819,126677,126564
64492,MO,,,,,,,,,,,,,151695,158710,161537,174681,188481,206242,221132,231555,262494,296201,324495,336260,358481,378483
64493,MO,,,,,,,,,,,,,,,,,,,,,,,323544,336836,372656,386688
64494,MO,,,,,,,,,,,85345,84968,84968,90027,93927,106333,113695,113772,125016,125187,145344,164044,168535,180026,200424,208370
64497,MO,,,,,,,,,,,,,122882,125276,132123,149944,161101,165577,180048,187972,209597,250232,272441,265241,280462,283191
64501,MO,,,,,,,,,,78195,77235,73168,71310,76490,72624,73225,73578,77821,74718,74013,85556,95118,100020,101807,110726,116592
64503,MO,,,,,,,,,,92175,91019,87794,89533,95789,94279,91549,93344,96007,97005,105997,118118,130677,135796,139169,153266,165173
64504,MO,,,,,,,,,,88793,86492,83753,80190,88798,86352,84189,84836,86906,86833,88974,98231,108665,110709,112867,126334,131767
64505,MO,,,,105422,112541,121507,123958,122566,118978,114293,112703,108859,110182,119686,117708,119151,120844,124692,129783,140543,154509,170644,177372,183298,197289,209506
64506,MO,,,,146315,155293,172431,175834,174843,170545,164473,162088,161153,163229,169582,165102,166638,166505,170844,175939,185049,198184,219927,235332,240914,253996,267965
64507,MO,,,,,,,,,,96651,95428,92151,91876,97752,94426,94218,93962,96213,97822,103979,114105,125922,134386,138016,148136,157478
64601,MO,,,,,,,,,,105789,106024,102030,102724,105806,106128,106044,105818,107849,111959,118528,128530,144670,153440,161413,173173,183742
64620,MO,,,,,,,,,,,,,,,,,,,,,,,300965,312595,330095,355265
64622,MO,,,,,,,,,,,,,,,,,,,,,,,,,273091,272622
64623,MO,,,,,,,,,,,,,,,,,,,,,,,,,156613,146672
64624,MO,,51190,53782,56006,61040,63055,64973,63190,63295,57383,56299,55243,57250,56417,61790,77370,82838,89612,95399,105065,121720,136950,141973,152189,168532,180970
64625,MO,,45363,49327,54081,58204,60229,62300,56788,54450,50333,49426,45819,52290,62826,73823,86624,96370,107407,115075,122872,145311,163994,165810,168511,180459,193182
64628,MO,,,,,,,,,,,,,59096,59547,58764,63504,63809,64514,69532,72084,85142,91953,107215,111738,114635,121534
64630,MO,,,,,,,,,,,,,,,,,,,,,,,151590,148270,153573,169269
64631,MO,,,,,,,,,,,,,70202,73524,77813,87908,89851,92017,98302,100577,121781,136537,165798,171323,186778,198887
64632,MO,,,,,,,,,,,,,,,,,,85344,80791,86409,108841,132658,134042,146857,158974,162821
64633,MO,,,,,,,,,,,,,,55542,57424,74496,81495,88149,90512,93231,102669,120200,127817,140587,152150,144736
64635,MO,,,,,,,,,,,,,,,,,,,,,,193485,218491,221664,237764,242425
64637,MO,,69010,71217,72383,81347,86828,87609,87784,86516,84602,81344,77327,83845,90933,95920,112950,128588,142580,154565,165283,195030,224402,245781,264588,295824,321533
64638,MO,,,,,,,,,,,,,123860,135835,141057,152930,149901,148096,155261,154062,181912,207018,234395,261778,290352,287645
64640,MO,,,,,,,,,,,,,89422,92002,95206,111475,112625,125231,128972,138589,154316,183390,200367,215216,228477,247369
64642,MO,,,,,,,,,,,,,68552,67115,72025,77833,75190,71395,69388,74111,88006,105903,94943,103956,110039,106369
64643,MO,,,,,,,,,,,,,106106,116254,112801,127354,137211,137420,146748,153579,180740,205694,230978,250403,269250,266424
64644,MO,,73257,76862,82282,87953,88748,86836,85858,82588,78863,79815,76193,73882,77893,85730,100092,114979,122669,134012,138386,157430,185742,192613,199159,213935,227389
64647,MO,,,,,,,,,,,,,,,,,,,,,,,205063,224842,235580,262673
64648,MO,,,,,,,,,,,,,,,,,,,,,,,217544,237892,247506,272981
64649,MO,,89589,98167,101422,107161,109532,103170,101572,100854,93833,93569,93269,92617,98156,110418,134455,143970,156313,158014,167817,196158,217711,241152,258608,281919,301662
64651,MO,,,,,,,,,,,,,64612,67498,69838,76779,76921,80649,89854,94797,112357,122603,144135,147804,159761,173596
64653,MO,,,,,,,,,,,,,64019,66842,68952,76778,78835,84386,84031,94218,117245,128206,160071,165039,169508,181419
64656,MO,,,,,,,,,,,,,,,,,,,,,,140694,145675,154497,166051,163526
64657,MO,,,,,,,,,,,,,,,,,,,,115107,138762,157016,130851,136857,145888,139928
64658,MO,,,,,,,,,,,,,54839,51492,54070,62390,63375,61077,76598,85230,103856,115754,117075,120278,123842,134901
64659,MO,,,,,,,,,,,,,83419,83884,85166,92775,93428,97036,100180,104167,125923,143116,170104,176802,188015,203382
64664,MO,,,,,,,,,,,,,,,,,,,,,,195674,210295,232412,246806,238243
64668,MO,,,,,,,,,,,,,,,,,,,106860,111888,127535,145478,154515,166301,182192,184521
64670,MO,,,,,,,,,,,,,105671,111961,119900,143574,147802,157592,161112,168785,190303,221492,242642,258251,271652,287569
64671,MO,,64865,69623,70840,77059,77090,77738,76639,74283,71124,69384,68468,70520,80098,106663,124229,129073,140207,157035,165038,195766,221040,234001,245997,266342,282397
64673,MO,,,,,,,,,,,,,,,,,59344,61982,76068,88667,105191,112464,102064,113351,112295,104120
64674,MO,,,,,,,,,,,,,55112,58571,59388,66049,68287,74779,77900,82224,100702,107032,130644,154670,169486,187842
64679,MO,,,,,,,,,,,,,,,,,,,,,,,176622,177536,189230,185350
64682,MO,,,,,,,,,,,,,,,,,,,,,,,,,253151,254057
64683,MO,,56452,58825,61370,64686,60868,62293,62506,60704,57062,53885,54335,58990,50251,57367,61306,65106,62158,67368,69048,78785,92643,79939,91458,101603,103394
64686,MO,,,,,,,,,,,,,73048,73973,79776,82977,73090,75709,76866,78361,86878,101319,105358,110240,115104,121582
64688,MO,,,,,,,,,,,,95485,101894,107270,114742,114990,112793,115428,121729,125594,147963,169521,192555,203649,223626,226333
64689,MO,,,,,,,,,,,,,,,,,,,,,,,188158,198634,212530,231945
64701,MO,,,,141389,141727,143149,149486,148091,141772,136297,136537,130150,115722,123640,128813,138004,149963,161780,174470,192986,208480,238644,255783,262347,273368,285582
64720,MO,,,,,,,,,,98167,94619,92966,102211,109672,121523,130624,139302,148244,159763,168164,197180,235195,253455,255362,270323,279155
64724,MO,,,,,,,,,,88935,87942,89278,92461,89623,94329,96500,101253,102855,102108,109018,123207,144393,166868,164029,175235,175888
64725,MO,,,,162108,153641,143712,146643,140251,131635,121564,122362,116995,101501,114242,119062,130553,143637,158705,172883,186971,201004,232279,251741,262956,275438,284944
64726,MO,,,,,,,,,,,,,,,,,,,,,,,292829,282231,307102,311352
64728,MO,,,,,,,,,,,,,,,,,,,,,,,,158979,175837,185910
64730,MO,,,,,,,,,,82661,81795,81809,86242,95146,103640,108143,114381,121096,125607,134396,149336,174618,181536,184907,198699,204196
64733,MO,,,,,,,,,,118524,117424,113319,118104,128728,132512,142862,157817,163838,173875,183550,205564,236266,255824,266659,273252,270911
64734,MO,,,,219117,229900,211471,217356,215105,205165,190520,191461,182074,160417,179653,189676,201400,219043,235100,253414,274783,300783,344930,371183,370998,392377,411979
64735,MO,,,,,,,,,,,,,90596,96692,102627,103133,102840,102349,120880,131748,153218,187089,208435,203919,216540,223163
64738,MO,,,,,,,,,,79458,79215,74295,83604,84104,86744,95927,103674,111108,113153,123867,146211,180623,217692,234616,253738,269342
64739,MO,,,,,,,,,,,,,,,,,,189594,204672,225985,250288,285020,313224,318155,337279,336919
64740,MO,,,,,,,,,,,,,,,,,,108344,119882,130041,148496,180014,205120,197399,210442,214579
64741,MO,,,,,,,,,,,,,,,,,,,,,,,,174092,186316,201325
64742,MO,,,,150266,156370,151017,163561,151009,146608,135797,135948,130092,119217,133172,138481,151814,164428,181642,193808,212400,232807,267944,282397,285708,302624,309051
64743,MO,,,,,,,,,,,,,,,,,,109486,122976,139503,148657,165187,181165,196189,206826,222224
64744,MO,,,,,,,,,,79118,78238,75490,81796,86142,87867,90332,94679,93155,99366,105074,116572,138176,161005,171851,185774,190507
64746,MO,,,,136042,142136,144492,153516,146439,140876,130748,131237,124623,104524,121069,129511,144642,155156,164088,174764,192041,213503,241205,260291,265092,277897,303996
64747,MO,,,,117065,116357,129432,138119,141430,131352,123435,124115,118339,104118,118415,122196,130777,144722,156580,169457,184107,202333,234341,251637,263280,272427,286033
64748,MO,,,,,,,,,,,,,,,,,,,,98400,106250,113083,123345,120158,130459,143088
64750,MO,,,,,,,,,,,,,,,,,,,,,,,,181632,199234,220158
64752,MO,,,,,,,,,,,,,,,,,,127629,128949,131106,156711,196606,210156,197233,215606,207196
64755,MO,,,,,,,,,,,,,,,143441,162171,159478,167556,172392,179747,195042,223558,254676,267887,280922,283871
64756,MO,,,,,,,,,,,,,,,,,,,,136341,154579,195124,223056,224651,247135,247115
64759,MO,,,,,,,,,,,,,,,,,119054,119790,121725,130775,140903,150386,164117,165432,172708,185114
64761,MO,,,,,,,,,,102571,103467,101767,103810,112377,110591,117749,121103,128729,138349,153448,175783,195679,203786,207204,221306,221171
64763,MO,,,,,,,,,,75877,74518,75199,80178,79317,82082,81348,86482,89737,95833,102272,114680,135440,150568,151600,156718,148553
64767,MO,,,,,,,,,,,,,,,,,,,,,,,,197514,220471,239616
64770,MO,,,,,,,,,,,,,,,,,,,,,,,267290,253564,273641,279033
64771,MO,,,,,,,,,,,,,,,,,,,,,,,,182880,206304,214739
64772,MO,,,,,,,,,,,,,105357,104857,100216,104768,106894,109775,95919,85693,94303,106962,120667,132017,144216,156140
64776,MO,,,,,,,,,,100544,98242,96541,96115,97506,100547,105447,108117,111837,115705,122758,138867,167605,187760,194075,203310,205876
64778,MO,,,,,,,,,,,,,,,,,,,,,,,,200905,229848,253329
